year,quarter,origin_city,destination_city,distance_miles,passengers,avg_fare,largest_carrier,largest_carrier_market_share,largest_carrier_fare,lowest_fare_carrier,lowest_fare_carrier_share,lowest_fare,year_quarter,fare_per_mile
2010,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",290,3112.28,116.8,US,0.52,122.24,WN,0.42,109.66,2010_Q3,0.4028
2010,3,"Chicago, IL","Minneapolis/St. Paul, MN",349,3089.67,130.21,DL,0.36,131.39,WN,0.27,116.51,2010_Q3,0.3731
2010,3,"Chicago, IL","Denver, CO",895,3043.04,168.55,WN,0.3,153.52,F9,0.18,135.94,2010_Q3,0.1883
2010,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3040.1,160.9,US,0.64,166.12,B6,0.13,123.56,2010_Q3,0.2798
2010,3,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,3035.21,172.83,AS,0.47,176.36,B6,0.19,131.82,2010_Q3,0.2012
2010,3,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",249,2993.8,178.84,DL,0.29,195.56,WN,0.15,117.29,2010_Q3,0.7182
2010,3,"Atlanta, GA (Metropolitan Area)","Chicago, IL",606,2950.76,160.8,DL,0.45,170.16,FL,0.23,121.16,2010_Q3,0.2653
2010,3,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,2938.58,241.56,AA,0.66,256.84,FL,0.1,169.76,2010_Q3,0.1985
2010,3,"Chicago, IL","Orlando, FL",1005,2909.89,138.28,WN,0.37,133.55,FL,0.16,120.75,2010_Q3,0.1376
2010,3,"Denver, CO","New York City, NY (Metropolitan Area)",1659,2898.15,240.91,UA,0.32,283.47,F9,0.18,195.47,2010_Q3,0.1452
2010,3,"Orlando, FL","Philadelphia, PA",861,2891.52,127.48,US,0.37,134.1,FL,0.21,113.34,2010_Q3,0.1481
2010,3,"Denver, CO","Washington, DC (Metropolitan Area)",1491,2885.1,242.83,UA,0.37,304.4,WN,0.27,198.23,2010_Q3,0.1629
2010,3,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,2819.89,159.07,WN,0.63,159.82,US,0.24,157.82,2010_Q3,0.2443
2010,3,"Chicago, IL","Las Vegas, NV",1521,2757.28,211.61,WN,0.41,203.34,AA,0.29,197.7,2010_Q3,0.1391
2010,3,"Chicago, IL","Dallas/Fort Worth, TX",802,2742.17,230.83,AA,0.68,236.99,WN,0.12,206.47,2010_Q3,0.2878
2010,3,"Chicago, IL","Philadelphia, PA",678,2717.6,183.15,US,0.31,178.61,WN,0.27,172.9,2010_Q3,0.2701
2010,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2668.15,296.61,CO,0.57,353.79,B6,0.15,199.75,2010_Q3,0.2025
2010,3,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",1946,2619.89,247.63,DL,0.64,259.21,FL,0.16,189.14,2010_Q3,0.1273
2010,3,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,2586.19,165.53,AA,0.4,186.09,NK,0.2,114.51,2010_Q3,0.1383
2010,3,"Portland, OR","San Francisco, CA (Metropolitan Area)",569,2579.67,170.41,WN,0.43,164.27,WN,0.43,164.27,2010_Q3,0.2995
2010,3,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2572.82,291.74,CO,0.27,304.95,B6,0.13,255.16,2010_Q3,0.1192
2010,3,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",952,2518.26,184.15,DL,0.62,200.02,FL,0.27,134.61,2010_Q3,0.1934
2010,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2492.17,210.35,DL,0.56,230.8,NK,0.16,122.32,2010_Q3,0.3895
2010,3,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1284,2459.89,169.37,B6,0.28,168.43,NK,0.14,123.01,2010_Q3,0.1319
2010,3,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,2389.89,154.05,DL,0.5,167.74,B6,0.17,118.34,2010_Q3,0.2611
2010,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2389.67,258.23,CO,0.41,308.99,WN,0.37,214.54,2010_Q3,0.1858
2010,3,"Denver, CO","Las Vegas, NV",629,2370.32,112.34,WN,0.46,108.91,F9,0.33,105.42,2010_Q3,0.1786
2010,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2367.82,243.92,AA,0.35,293.88,DL,0.14,210.26,2010_Q3,0.1042
2010,3,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,2327.71,256.99,DL,0.6,269.25,DL,0.6,269.25,2010_Q3,0.2431
2010,3,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",463,2323.47,141.17,AA,0.25,134.38,B6,0.19,117.77,2010_Q3,0.3049
2010,3,"Denver, CO","Phoenix, AZ",602,2312.82,112.81,WN,0.5,111.26,F9,0.22,99.37,2010_Q3,0.1874
2010,3,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,2243.58,157.26,WN,0.37,135.74,FL,0.18,122.98,2010_Q3,0.1868
2010,3,"Las Vegas, NV","Washington, DC (Metropolitan Area)",2106,2220.76,236.06,WN,0.33,223.07,DL,0.11,209.69,2010_Q3,0.1121
2010,3,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",732,2215.21,177.39,AA,0.4,178.31,FL,0.16,145.45,2010_Q3,0.2423
2010,3,"Chicago, IL","Houston, TX",945,2208.26,208.38,CO,0.41,212.19,WN,0.34,187.33,2010_Q3,0.2205
2010,3,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",665,2168.69,155.93,DL,0.47,166.02,FL,0.23,114.62,2010_Q3,0.2345
2010,3,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,2164.45,285.82,UA,0.23,366.97,FL,0.22,212.18,2010_Q3,0.1224
2010,3,"Las Vegas, NV","Seattle, WA",866,2112.06,151.15,AS,0.68,145.46,AS,0.68,145.46,2010_Q3,0.1745
2010,3,"Chicago, IL","Phoenix, AZ",1444,2061.84,211.99,WN,0.35,210.5,AA,0.25,197.91,2010_Q3,0.1468
2010,3,"Houston, TX","Washington, DC (Metropolitan Area)",1246,2017.28,251.7,CO,0.51,274.57,WN,0.22,210.36,2010_Q3,0.202
2010,3,"New York City, NY (Metropolitan Area)","San Diego, CA",2481,1985.0,295.04,CO,0.29,333.76,B6,0.18,263.65,2010_Q3,0.1189
2010,3,"Denver, CO","Seattle, WA",1024,1966.19,174.46,AS,0.29,165.28,WN,0.21,159.96,2010_Q3,0.1704
2010,3,"Buffalo, NY","New York City, NY (Metropolitan Area)",326,1954.45,129.73,B6,0.62,118.58,B6,0.62,118.58,2010_Q3,0.3979
2010,3,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,1941.63,251.03,US,0.34,265.05,B6,0.11,211.37,2010_Q3,0.1147
2010,3,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,1929.89,286.15,AA,0.63,302.66,WN,0.11,230.88,2010_Q3,0.1939
2010,3,"Denver, CO","Minneapolis/St. Paul, MN",680,1925.65,132.5,DL,0.44,130.69,WN,0.18,121.43,2010_Q3,0.1949
2010,3,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2401,1919.89,290.63,US,0.4,328.32,WN,0.13,253.83,2010_Q3,0.121
2010,3,"Boston, MA (Metropolitan Area)","Charlotte, NC",737,1890.32,123.17,US,0.63,133.77,B6,0.25,98.28,2010_Q3,0.1671
2010,3,"Detroit, MI","Las Vegas, NV",1750,1873.04,169.56,DL,0.61,183.9,NK,0.27,133.81,2010_Q3,0.0969
2010,3,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1204,1868.69,151.97,WN,0.48,147.08,WN,0.48,147.08,2010_Q3,0.1262
2010,3,"Detroit, MI","Orlando, FL",957,1857.93,109.37,DL,0.64,112.61,FL,0.21,104.34,2010_Q3,0.1143
2010,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1835.43,247.9,DL,0.56,274.79,NK,0.12,163.84,2010_Q3,0.1253
2010,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1827.06,230.12,UA,0.31,289.82,WN,0.29,193.13,2010_Q3,0.1312
2010,3,"Detroit, MI","Washington, DC (Metropolitan Area)",408,1826.41,165.71,DL,0.6,181.46,WN,0.28,118.31,2010_Q3,0.4062
2010,3,"Dallas/Fort Worth, TX","Denver, CO",651,1818.69,174.86,AA,0.38,190.05,F9,0.28,144.61,2010_Q3,0.2686
2010,3,"Chicago, IL","Seattle, WA",1733,1797.82,260.85,UA,0.25,291.16,AS,0.24,245.55,2010_Q3,0.1505
2010,3,"Sacramento, CA","San Diego, CA",480,1778.36,118.73,WN,0.98,118.17,WN,0.98,118.17,2010_Q3,0.2474
2010,3,"Denver, CO","Houston, TX",883,1771.95,167.49,CO,0.41,180.99,F9,0.16,133.78,2010_Q3,0.1897
2010,3,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",936,1763.15,223.11,DL,0.67,240.58,SY,0.08,147.31,2010_Q3,0.2384
2010,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1536,1749.02,253.12,DL,0.54,284.05,SY,0.13,181.33,2010_Q3,0.1648
2010,3,"Las Vegas, NV","Phoenix, AZ",256,1742.82,115.52,WN,0.77,117.95,US,0.22,106.93,2010_Q3,0.4512
2010,3,"Fort Myers, FL","New York City, NY (Metropolitan Area)",1120,1741.52,137.95,B6,0.58,134.46,DL,0.11,127.98,2010_Q3,0.1232
2010,3,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,1712.17,155.35,US,0.42,161.83,WN,0.32,143.76,2010_Q3,0.1534
2010,3,"San Diego, CA","Washington, DC (Metropolitan Area)",2295,1708.04,297.28,UA,0.35,370.29,WN,0.21,262.05,2010_Q3,0.1295
2010,3,"San Diego, CA","Seattle, WA",1050,1696.41,184.49,AS,0.67,185.08,WN,0.17,178.94,2010_Q3,0.1757
2010,3,"Dallas/Fort Worth, TX","Orlando, FL",984,1691.41,154.13,AA,0.63,158.99,FL,0.18,132.26,2010_Q3,0.1566
2010,3,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",1562,1679.78,258.3,AA,0.58,292.66,US,0.16,233.08,2010_Q3,0.1654
2010,3,"Chicago, IL","Kansas City, MO",405,1677.71,136.35,WN,0.57,132.76,WN,0.57,132.76,2010_Q3,0.3367
2010,3,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,1661.84,211.5,AA,0.55,226.28,US,0.26,177.56,2010_Q3,0.1982
2010,3,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2139,1641.63,264.42,DL,0.62,278.45,FL,0.2,200.87,2010_Q3,0.1236
2010,3,"Phoenix, AZ","San Diego, CA",304,1636.95,117.62,WN,0.79,118.39,US,0.2,114.64,2010_Q3,0.3869
2010,3,"Denver, CO","San Diego, CA",853,1590.54,134.91,WN,0.47,126.78,F9,0.3,123.77,2010_Q3,0.1582
2010,3,"Houston, TX","New Orleans, LA",305,1574.45,143.98,WN,0.58,139.67,WN,0.58,139.67,2010_Q3,0.4721
2010,3,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2217,1556.95,242.01,DL,0.3,237.08,WN,0.11,227.33,2010_Q3,0.1092
2010,3,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",375,1548.15,147.98,US,0.48,139.35,B6,0.16,103.13,2010_Q3,0.3946
2010,3,"Houston, TX","Las Vegas, NV",1235,1545.32,209.12,CO,0.48,226.08,WN,0.41,188.33,2010_Q3,0.1693
2010,3,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1544.78,199.62,US,0.44,245.73,FL,0.15,127.06,2010_Q3,0.2
2010,3,"Chicago, IL","San Diego, CA",1728,1525.65,229.7,WN,0.35,211.48,WN,0.35,211.48,2010_Q3,0.1329
2010,3,"Chicago, IL","Tampa, FL (Metropolitan Area)",1012,1507.93,157.72,WN,0.44,151.13,AA,0.2,149.85,2010_Q3,0.1558
2010,3,"Chicago, IL","St. Louis, MO",258,1505.0,127.66,WN,0.51,123.16,WN,0.51,123.16,2010_Q3,0.4948
2010,3,"Phoenix, AZ","Seattle, WA",1107,1494.78,185.82,AS,0.41,174.03,AS,0.41,174.03,2010_Q3,0.1679
2010,3,"Las Vegas, NV","San Diego, CA",258,1491.3,122.5,WN,0.95,122.2,DL,0.01,118.94,2010_Q3,0.4748
2010,3,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1479.45,322.65,US,0.37,376.78,WN,0.16,252.76,2010_Q3,0.128
2010,3,"St. Louis, MO","Washington, DC (Metropolitan Area)",737,1473.15,197.07,WN,0.41,181.15,WN,0.41,181.15,2010_Q3,0.2674
2010,3,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,1470.76,175.15,DL,0.46,184.36,FL,0.21,151.72,2010_Q3,0.1461
2010,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1462.93,287.11,CO,0.47,326.62,WN,0.31,230.85,2010_Q3,0.1741
2010,3,"New York City, NY (Metropolitan Area)","St. Louis, MO",928,1451.84,207.92,AA,0.56,195.03,DL,0.11,188.09,2010_Q3,0.2241
2010,3,"Dallas/Fort Worth, TX","San Antonio, TX",248,1450.1,130.89,WN,0.73,129.42,WN,0.73,129.42,2010_Q3,0.5278
2010,3,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,1429.45,188.75,WN,0.29,179.44,WN,0.29,179.44,2010_Q3,0.1952
2010,3,"Chicago, IL","Detroit, MI",235,1425.0,140.09,DL,0.4,140.25,WN,0.26,127.56,2010_Q3,0.5961
2010,3,"Atlanta, GA (Metropolitan Area)","Houston, TX",696,1422.28,174.29,DL,0.45,183.6,FL,0.25,136.85,2010_Q3,0.2504
2010,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1420.21,223.3,WN,0.26,222.67,DL,0.1,211.85,2010_Q3,0.0938
2010,3,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1419.02,232.57,DL,0.56,265.77,SY,0.15,167.64,2010_Q3,0.2069
2010,3,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,1408.26,270.24,DL,0.55,294.75,SY,0.14,185.57,2010_Q3,0.1701
2010,3,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1407.06,175.22,WN,0.51,149.4,WN,0.51,149.4,2010_Q3,0.2925
2010,3,"New Orleans, LA","New York City, NY (Metropolitan Area)",1218,1405.86,180.98,B6,0.34,159.02,B6,0.34,159.02,2010_Q3,0.1486
2010,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1400.21,277.75,B6,0.29,257.57,B6,0.29,257.57,2010_Q3,0.1113
2010,3,"Charlotte, NC","Washington, DC (Metropolitan Area)",361,1383.15,163.78,US,0.78,171.66,FL,0.1,105.22,2010_Q3,0.4537
2010,3,"Denver, CO","Portland, OR",991,1379.34,154.95,F9,0.41,136.83,F9,0.41,136.83,2010_Q3,0.1564
2010,3,"Jacksonville, FL","New York City, NY (Metropolitan Area)",870,1376.84,159.71,B6,0.37,138.28,B6,0.37,138.28,2010_Q3,0.1836
2010,3,"Chicago, IL","Cleveland, OH (Metropolitan Area)",344,1375.1,136.23,WN,0.44,121.92,WN,0.44,121.92,2010_Q3,0.396
2010,3,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",625,1373.04,137.67,B6,0.33,120.66,B6,0.33,120.66,2010_Q3,0.2203
2010,3,"Atlanta, GA (Metropolitan Area)","Orlando, FL",403,1355.97,137.84,DL,0.62,144.99,FL,0.34,121.47,2010_Q3,0.342
2010,3,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1338.8,239.81,AA,0.34,269.19,B6,0.12,185.98,2010_Q3,0.0928
2010,3,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",496,1333.91,124.36,US,0.58,129.77,B6,0.29,104.97,2010_Q3,0.2507
2010,3,"Atlanta, GA (Metropolitan Area)","Detroit, MI",594,1321.95,153.79,DL,0.64,175.5,FL,0.33,106.25,2010_Q3,0.2589
2010,3,"Las Vegas, NV","Philadelphia, PA",2176,1317.28,221.04,US,0.53,235.82,DL,0.11,170.95,2010_Q3,0.1016
2010,3,"Milwaukee, WI","New York City, NY (Metropolitan Area)",777,1310.54,142.22,FL,0.52,114.68,FL,0.52,114.68,2010_Q3,0.183
2010,3,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,1303.8,205.06,AA,0.34,224.6,B6,0.13,162.59,2010_Q3,0.1651
2010,3,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,1300.0,269.2,US,0.33,326.08,WN,0.31,228.3,2010_Q3,0.1347
2010,3,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",458,1280.1,214.57,CO,0.42,290.17,FL,0.36,123.72,2010_Q3,0.4685
2010,3,"Indianapolis, IN","New York City, NY (Metropolitan Area)",700,1277.06,162.08,DL,0.38,147.59,FL,0.25,104.48,2010_Q3,0.2315
2010,3,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",1747,1272.39,203.19,DL,0.67,210.11,FL,0.24,180.71,2010_Q3,0.1163
2010,3,"Dallas/Fort Worth, TX","Seattle, WA",1670,1271.84,258.87,AA,0.46,280.11,AS,0.35,235.9,2010_Q3,0.155
2010,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2175,1247.71,195.75,AA,0.31,248.11,NK,0.26,132.97,2010_Q3,0.09
2010,3,"Denver, CO","Salt Lake City, UT",390,1246.84,103.32,WN,0.47,90.29,WN,0.47,90.29,2010_Q3,0.2649
2010,3,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,1242.17,126.15,WN,0.67,132.0,AS,0.13,98.87,2010_Q3,0.304
2010,3,"Minneapolis/St. Paul, MN","Seattle, WA",1399,1239.13,218.24,DL,0.51,234.49,SY,0.3,182.66,2010_Q3,0.156
2010,3,"Sacramento, CA","Seattle, WA",605,1232.17,150.51,AS,0.5,144.88,AS,0.5,144.88,2010_Q3,0.2488
2010,3,"Denver, CO","Philadelphia, PA",1557,1231.3,215.68,US,0.33,211.16,WN,0.3,197.22,2010_Q3,0.1385
2010,3,"Philadelphia, PA","Raleigh/Durham, NC",336,1228.36,114.31,US,0.55,117.48,WN,0.4,110.74,2010_Q3,0.3402
2010,3,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",906,1223.58,186.26,DL,0.65,211.52,FL,0.31,127.37,2010_Q3,0.2056
2010,3,"Buffalo, NY","Orlando, FL",1011,1220.43,131.6,WN,0.5,133.66,FL,0.2,118.67,2010_Q3,0.1302
2010,3,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,1214.45,259.92,DL,0.56,279.12,FL,0.27,207.11,2010_Q3,0.1191
2010,3,"Chicago, IL","Columbus, OH",296,1211.52,131.84,WN,0.53,118.37,WN,0.53,118.37,2010_Q3,0.4454
2010,3,"Dallas/Fort Worth, TX","St. Louis, MO",551,1209.34,156.89,WN,0.51,150.78,WN,0.51,150.78,2010_Q3,0.2847
2010,3,"Jacksonville, FL","Washington, DC (Metropolitan Area)",663,1206.73,162.56,US,0.33,208.49,FL,0.22,111.6,2010_Q3,0.2452
2010,3,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,1200.65,204.44,WN,0.29,192.07,B6,0.18,169.6,2010_Q3,0.1359
2010,3,"Milwaukee, WI","Washington, DC (Metropolitan Area)",641,1192.71,122.65,FL,0.43,118.5,WN,0.3,110.92,2010_Q3,0.1913
2010,3,"Orlando, FL","Pittsburgh, PA",834,1192.39,123.93,WN,0.49,127.89,FL,0.39,113.9,2010_Q3,0.1486
2010,3,"Chicago, IL","Nashville, TN",409,1191.08,128.14,WN,0.65,121.92,WN,0.65,121.92,2010_Q3,0.3133
2010,3,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",1593,1187.17,230.44,AA,0.41,241.93,WN,0.32,221.81,2010_Q3,0.1447
2010,3,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,1185.65,199.21,AA,0.77,203.62,DL,0.05,157.95,2010_Q3,0.1777
2010,3,"Dallas/Fort Worth, TX","Philadelphia, PA",1302,1174.23,234.47,AA,0.5,243.47,US,0.32,229.63,2010_Q3,0.1801
2010,3,"San Antonio, TX","Washington, DC (Metropolitan Area)",1407,1161.73,209.67,WN,0.36,180.36,FL,0.19,151.12,2010_Q3,0.149
2010,3,"Denver, CO","Kansas City, MO",533,1159.56,122.52,WN,0.5,119.68,F9,0.29,113.59,2010_Q3,0.2299
2010,3,"Chicago, IL","Pittsburgh, PA",412,1157.93,135.92,WN,0.46,127.54,WN,0.46,127.54,2010_Q3,0.3299
2010,3,"Hartford, CT","Washington, DC (Metropolitan Area)",326,1141.3,163.28,WN,0.65,115.34,WN,0.65,115.34,2010_Q3,0.5009
2010,3,"Chicago, IL","Raleigh/Durham, NC",647,1138.91,162.13,WN,0.37,152.65,WN,0.37,152.65,2010_Q3,0.2506
2010,3,"Las Vegas, NV","Portland, OR",762,1135.1,151.77,AS,0.5,143.78,AS,0.5,143.78,2010_Q3,0.1992
2010,3,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1134.67,133.08,DL,0.6,142.02,NK,0.27,101.5,2010_Q3,0.1162
2010,3,"Las Vegas, NV","Reno, NV",345,1130.21,125.93,WN,0.99,125.66,WN,0.99,125.66,2010_Q3,0.365
2010,3,"Boston, MA (Metropolitan Area)","San Diego, CA",2588,1120.97,255.33,B6,0.36,248.64,B6,0.36,248.64,2010_Q3,0.0987
2010,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1300,1116.95,184.44,DL,0.58,197.55,SY,0.28,159.19,2010_Q3,0.1419
2010,3,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,1114.45,149.08,DL,0.6,158.42,FL,0.36,130.65,2010_Q3,0.3672
2010,3,"Philadelphia, PA","Pittsburgh, PA",267,1114.13,112.69,US,0.65,115.15,WN,0.3,107.23,2010_Q3,0.4221
2010,3,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,1110.43,180.82,DL,0.5,175.45,WN,0.16,166.47,2010_Q3,0.1417
2010,3,"Charlotte, NC","Chicago, IL",599,1110.1,195.42,US,0.57,192.79,AA,0.13,192.06,2010_Q3,0.3262
2010,3,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1104.23,195.48,AA,0.52,194.53,AA,0.52,194.53,2010_Q3,0.2292
2010,3,"Austin, TX","Dallas/Fort Worth, TX",190,1103.8,135.57,WN,0.72,136.29,AA,0.26,133.03,2010_Q3,0.7135
2010,3,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,1100.86,203.2,WN,0.53,202.58,F9,0.05,181.94,2010_Q3,0.1491
2010,3,"Dallas/Fort Worth, TX","Kansas City, MO",461,1094.13,156.96,WN,0.54,149.3,WN,0.54,149.3,2010_Q3,0.3405
2010,3,"Indianapolis, IN","Washington, DC (Metropolitan Area)",515,1089.67,160.92,US,0.3,190.31,FL,0.18,108.15,2010_Q3,0.3125
2010,3,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,1085.97,211.86,DL,0.28,208.07,YX,0.27,177.58,2010_Q3,0.1845
2010,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1082.93,272.93,DL,0.59,289.78,WN,0.12,234.18,2010_Q3,0.1313
2010,3,"Portland, OR","Sacramento, CA",479,1082.39,119.59,WN,0.68,119.67,AS,0.28,118.14,2010_Q3,0.2497
2010,3,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",920,1081.63,154.41,WN,0.47,144.92,WN,0.47,144.92,2010_Q3,0.1678
2010,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1081.52,256.97,CO,0.59,274.03,WN,0.15,214.52,2010_Q3,0.1597
2010,3,"Salt Lake City, UT","Seattle, WA",689,1067.5,160.9,WN,0.47,141.79,WN,0.47,141.79,2010_Q3,0.2335
2010,3,"Dallas/Fort Worth, TX","Phoenix, AZ",879,1064.34,219.75,AA,0.47,224.17,WN,0.26,208.21,2010_Q3,0.25
2010,3,"Houston, TX","Philadelphia, PA",1335,1060.0,203.51,CO,0.55,198.22,CO,0.55,198.22,2010_Q3,0.1524
2010,3,"Austin, TX","New York City, NY (Metropolitan Area)",1559,1055.65,240.31,B6,0.38,207.23,B6,0.38,207.23,2010_Q3,0.1541
2010,3,"Chicago, IL","Fort Myers, FL",1120,1046.95,120.27,WN,0.3,122.17,NK,0.17,94.98,2010_Q3,0.1074
2010,3,"New York City, NY (Metropolitan Area)","Portland, OR",2482,1044.56,306.81,CO,0.27,333.25,B6,0.17,254.32,2010_Q3,0.1236
2010,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1043.47,228.37,WN,0.33,216.96,DL,0.1,205.09,2010_Q3,0.0993
2010,3,"Phoenix, AZ","Salt Lake City, UT",507,1040.1,158.92,WN,0.56,163.7,DL,0.22,148.35,2010_Q3,0.3135
2010,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,1030.65,234.17,DL,0.71,249.89,US,0.14,204.19,2010_Q3,0.3705
2010,3,"Las Vegas, NV","Milwaukee, WI",1524,1029.78,157.66,FL,0.42,151.96,FL,0.42,151.96,2010_Q3,0.1035
2010,3,"Denver, CO","Detroit, MI",1123,1029.56,176.84,DL,0.37,180.19,F9,0.32,161.05,2010_Q3,0.1575
2010,3,"Houston, TX","Orlando, FL",853,1017.93,191.28,CO,0.5,190.43,CO,0.5,190.43,2010_Q3,0.2242
2010,3,"Nashville, TN","New York City, NY (Metropolitan Area)",803,1012.39,220.91,AA,0.38,212.97,US,0.17,186.36,2010_Q3,0.2751
2010,3,"Denver, CO","Orlando, FL",1546,1006.63,187.79,WN,0.35,178.01,F9,0.23,176.16,2010_Q3,0.1215
2010,3,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",2021,1001.41,271.83,DL,0.72,279.41,B6,0.12,209.89,2010_Q3,0.1345
2010,3,"Nashville, TN","Washington, DC (Metropolitan Area)",588,995.86,196.2,WN,0.6,174.41,WN,0.6,174.41,2010_Q3,0.3337
2010,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,995.54,204.11,CO,0.5,210.51,WN,0.21,187.63,2010_Q3,0.2115
2010,3,"Dallas/Fort Worth, TX","New Orleans, LA",448,975.32,150.4,WN,0.6,151.0,AA,0.37,148.43,2010_Q3,0.3357
2010,3,"Seattle, WA","Spokane, WA",224,973.26,90.65,AS,0.82,91.5,WN,0.17,86.48,2010_Q3,0.4047
2010,3,"Hartford, CT","Orlando, FL",1050,971.52,159.99,WN,0.46,157.3,US,0.14,156.1,2010_Q3,0.1524
2010,3,"Denver, CO","St. Louis, MO",770,969.78,152.24,WN,0.49,147.51,F9,0.33,137.23,2010_Q3,0.1977
2010,3,"Indianapolis, IN","Orlando, FL",828,960.97,118.52,FL,0.65,114.52,FL,0.65,114.52,2010_Q3,0.1431
2010,3,"Denver, CO","Sacramento, CA",909,943.36,151.75,WN,0.43,144.71,F9,0.31,133.77,2010_Q3,0.1669
2010,3,"Chicago, IL","Portland, OR",1751,939.78,264.58,UA,0.38,308.45,AS,0.19,225.03,2010_Q3,0.1511
2010,3,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,930.65,160.43,WN,0.51,126.32,WN,0.51,126.32,2010_Q3,0.6291
2010,3,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,925.0,176.44,WN,0.75,174.44,US,0.11,171.28,2010_Q3,0.2606
